observation_id,audit_group,acquired_at,latitude,longitude,brightness,frp,detections_3d,detections_7d,detections_10d,detections_30d,distinct_active_days_30d,distance_to_strong_industrial_km,nearest_strong_industrial_category,nearest_strong_industrial_strength,distance_to_vegetation_km,nearest_vegetation_category,nearest_vegetation_strength,osm_context_relation
FW_00644577,industrial_recurrent,2023-02-09 19:45:00,23.16593,82.33672,295.95,0.73,7,19,28,81,27,0.8852791,mining,3,7.300232,forest_woodland,3,strong_industrial_context
FW_01124331,industrial_recurrent,2023-11-19 19:38:00,23.71859,86.44715,313.87,2.09,5,25,29,113,26,2.095102,mining,3,3.8467078,scrub,3,strong_industrial_context
FW_00066593,industrial_recurrent,2022-03-05 19:38:00,20.97529,85.14022,306.5,2.13,16,25,30,116,28,1.0204753,mining,3,5.805262,forest_woodland,3,strong_industrial_context
FW_01050894,industrial_recurrent,2023-09-28 19:13:00,22.36794,87.29777,309.58,2.33,6,6,6,20,10,1.4599868,industrial_landuse,3,3.3877027,grassland,3,strong_industrial_context
FW_00443267,industrial_recurrent,2022-07-14 20:21:00,23.67547,86.39905,339.01,4.25,4,19,20,44,13,1.2401154,mining,3,9.377165,scrub,3,strong_industrial_context
FW_01678299,industrial_recurrent,2024-11-29 07:59:00,21.92273,83.35037,340.79,5.0,23,43,62,127,26,0.5966573,industrial_landuse,3,6.9839506,forest_woodland,3,strong_industrial_context
FW_01588697,industrial_recurrent,2024-05-29 19:38:00,21.08231,85.0424,311.18,4.08,5,14,15,50,16,0.7843567,mining,3,6.7368307,forest_woodland,3,strong_industrial_context
FW_01144431,industrial_recurrent,2023-12-12 20:47:00,20.86595,84.99306,298.42,1.48,3,4,4,61,20,0.94068897,industrial_landuse,3,4.792111,forest_woodland,3,strong_industrial_context
FW_00900986,industrial_recurrent,2023-04-15 19:27:00,23.72704,85.00687,312.69,1.13,4,8,11,31,15,2.5742097,mining,3,7.993052,forest_woodland,3,strong_industrial_context
FW_01203599,industrial_recurrent,2024-02-02 07:04:00,23.78038,86.38996,330.26,5.12,14,51,85,295,28,1.291743,industrial_tag,3,4.1992188,scrub,3,strong_industrial_context
FW_01162021,industrial_recurrent,2023-12-24 20:21:00,23.73816,85.012,302.47,2.12,3,8,17,49,20,2.32656,mining,3,7.0578814,forest_woodland,3,strong_industrial_context
FW_00574662,industrial_recurrent,2022-12-18 19:38:00,23.72856,85.00788,308.34,1.48,2,10,10,68,21,2.467752,mining,3,7.926775,forest_woodland,3,strong_industrial_context
FW_00005273,industrial_recurrent,2022-01-07 20:47:00,23.69283,87.12038,300.05,2.01,15,37,37,37,7,0.12732588,industrial_landuse,3,13.794158,forest,3,strong_industrial_context
FW_00715961,industrial_recurrent,2023-03-02 09:04:00,21.10362,72.64597,343.48,4.11,15,32,43,144,31,0.51534474,industrial_landuse,3,3.784728,farmland,3,strong_industrial_context
FW_01617799,industrial_recurrent,2024-10-14 21:30:00,23.42851,68.7125,309.75,1.32,0,4,5,13,10,0.1765427,industrial_landuse,3,9.731559,scrub,3,strong_industrial_context
FW_00009429,industrial_recurrent,2022-01-16 21:19:00,21.10879,72.62849,308.94,2.34,9,28,36,54,16,1.4734101,industrial_tag,3,3.0826247,farmland,3,strong_industrial_context
FW_00526668,industrial_recurrent,2022-11-15 19:58:00,21.1058,72.64154,335.87,11.34,10,36,52,150,31,0.6309121,industrial_landuse,3,3.429185,farmland,3,strong_industrial_context
FW_00524806,industrial_recurrent,2022-11-14 20:16:00,20.96575,86.01314,306.63,1.05,8,18,20,59,25,0.8136536,industrial_landuse,3,4.7580004,forest_woodland,3,strong_industrial_context
FW_01045995,industrial_recurrent,2023-08-18 20:22:00,23.69115,87.12101,306.29,2.41,6,6,6,27,7,0.20232558,industrial_landuse,3,13.822734,forest,3,strong_industrial_context
FW_00507603,industrial_recurrent,2022-11-09 20:10:00,20.97071,85.17023,309.09,1.82,16,52,62,163,27,0.20998123,mining,3,7.0692677,forest_woodland,3,strong_industrial_context
FW_01682457,industrial_recurrent,2024-12-03 19:13:00,20.79254,85.25305,310.63,2.56,1,4,16,105,21,1.5663443,industrial_landuse,3,15.182679,forest_woodland,3,strong_industrial_context
FW_00358900,industrial_recurrent,2022-04-29 08:17:00,18.68269,73.03616,348.32,4.12,17,49,64,160,30,0.79244477,industrial_landuse,3,4.4096346,forest_woodland,3,strong_industrial_context
FW_00761554,industrial_recurrent,2023-03-08 21:20:00,21.10432,72.6481,312.63,2.99,7,24,38,136,29,0.43747327,industrial_landuse,3,3.7873993,farmland,3,strong_industrial_context
FW_00518455,industrial_recurrent,2022-11-12 19:13:00,20.98717,85.12772,299.76,0.72,4,6,8,19,12,2.4903946,mining,3,4.6505055,forest_woodland,3,strong_industrial_context
FW_01047368,industrial_recurrent,2023-08-29 07:46:00,15.17426,76.65912,331.75,3.76,14,25,33,82,22,0.056488372,industrial_tag,3,3.187667,forest_woodland,3,strong_industrial_context
FW_00565012,industrial_recurrent,2022-12-11 20:09:00,23.76462,86.38176,305.09,1.98,0,16,22,68,24,0.20813379,mining,3,3.424409,scrub,3,strong_industrial_context
FW_01317252,industrial_recurrent,2024-03-24 20:16:00,21.57677,82.02142,316.21,1.76,1,1,1,5,5,0.1710062,industrial_landuse,3,14.2264595,forest,3,strong_industrial_context
FW_00602996,industrial_recurrent,2023-01-10 20:48:00,20.96363,85.16822,314.48,4.98,28,67,80,273,29,1.0237787,mining,3,7.6977673,forest_woodland,3,strong_industrial_context
FW_01255127,industrial_recurrent,2024-03-05 21:12:00,23.17078,82.33843,304.7,2.43,9,15,20,65,25,0.31952712,mining,3,6.7589564,forest_woodland,3,strong_industrial_context
FW_00404042,industrial_recurrent,2022-05-12 20:03:00,20.96039,85.17378,310.41,3.04,8,47,51,182,27,0.88480884,mining,3,8.262417,forest_woodland,3,strong_industrial_context
FW_01430125,industrial_recurrent,2024-04-16 19:43:00,26.6429,79.47882,302.71,1.25,2,2,6,58,20,0.99159396,industrial_landuse,3,8.786693,farmland,3,strong_industrial_context
FW_00024205,industrial_recurrent,2022-02-04 20:22:00,21.69525,72.60201,301.9,0.42,2,8,12,35,21,0.6547266,manufacturing,3,3.706565,grassland,3,strong_industrial_context
FW_01235019,industrial_recurrent,2024-02-22 19:57:00,22.35572,82.2914,314.18,1.89,5,11,13,41,21,0.7360536,mining,3,8.872441,forest_woodland,3,strong_industrial_context
FW_01579725,industrial_recurrent,2024-05-22 20:10:00,20.96779,86.00835,337.79,4.96,7,10,12,50,20,0.2793703,industrial_landuse,3,5.272726,forest_woodland,3,strong_industrial_context
FW_00010862,industrial_recurrent,2022-01-18 20:42:00,17.61047,83.20589,303.53,1.14,6,18,26,56,15,0.7879117,manufacturing,3,5.5280685,scrub,3,strong_industrial_context
FW_00583622,industrial_recurrent,2022-12-24 19:26:00,21.38385,81.65438,300.97,1.52,5,10,14,36,20,1.2350814,industrial_landuse,3,7.887155,farmland,3,strong_industrial_context
FW_00829516,industrial_recurrent,2023-04-01 08:02:00,21.10447,72.64621,343.93,9.56,10,27,43,115,27,0.41787988,industrial_landuse,3,3.7032034,farmland,3,strong_industrial_context
FW_01273896,industrial_recurrent,2024-03-11 21:01:00,18.67834,73.0452,307.93,1.51,0,6,6,23,14,0.8928546,industrial_landuse,3,3.4722548,forest_woodland,3,strong_industrial_context
FW_00479903,industrial_recurrent,2022-10-31 21:19:00,23.43104,68.7131,309.03,1.22,0,0,1,11,10,0.081203505,industrial_landuse,3,9.444434,scrub,3,strong_industrial_context
FW_00018086,industrial_recurrent,2022-01-29 20:34:00,20.94582,85.01649,317.43,1.11,12,24,39,119,23,0.9808367,mining,3,10.706663,forest_woodland,3,strong_industrial_context
FW_01197690,industrial_recurrent,2024-01-26 07:35:00,23.75868,86.40289,353.1,9.37,21,51,61,247,29,1.3775561,mining,3,3.607842,scrub,3,strong_industrial_context
FW_00442435,industrial_recurrent,2022-07-08 20:34:00,23.17096,82.34456,313.98,1.64,2,6,6,19,10,0.6327775,mining,3,6.3943276,forest_woodland,3,strong_industrial_context
FW_00350708,industrial_recurrent,2022-04-27 19:44:00,21.98664,83.23161,311.69,1.85,3,5,5,24,21,0.19224453,industrial_landuse,3,6.2337313,forest_woodland,3,strong_industrial_context
FW_00024026,industrial_recurrent,2022-02-04 20:21:00,23.66925,84.99195,296.67,0.74,1,5,11,22,15,0.7070996,mining,3,4.3318176,forest_woodland,3,strong_industrial_context
FW_00526365,industrial_recurrent,2022-11-15 19:57:00,21.08087,85.04062,313.09,1.59,23,56,69,163,28,0.58110255,mining,3,6.9778605,forest_woodland,3,strong_industrial_context
FW_00449389,industrial_recurrent,2022-09-28 19:57:00,23.80698,86.32928,296.23,0.78,0,8,8,13,8,1.1618726,mining,3,4.2791047,scrub,3,strong_industrial_context
FW_00068344,industrial_recurrent,2022-03-06 19:19:00,20.96016,85.17861,304.49,1.12,24,60,86,239,30,0.44109708,mining,3,8.512369,forest_woodland,3,strong_industrial_context
FW_01238967,industrial_recurrent,2024-02-25 20:42:00,18.68231,73.03498,306.64,1.63,2,14,19,75,27,0.9224647,industrial_landuse,3,4.532982,forest_woodland,3,strong_industrial_context
FW_01321704,industrial_recurrent,2024-03-25 19:59:00,15.1792,77.10298,308.87,2.73,1,2,3,12,11,0.37194493,industrial_landuse,3,9.457483,forest,3,strong_industrial_context
FW_00807654,industrial_recurrent,2023-03-21 20:36:00,20.97702,85.1655,308.83,0.91,7,14,22,76,25,0.72352624,mining,3,6.2229953,forest_woodland,3,strong_industrial_context
FW_01691589,industrial_recurrent,2024-12-10 20:21:00,23.16596,82.33863,318.13,1.73,5,31,45,156,29,0.8499179,mining,3,7.188533,forest_woodland,3,strong_industrial_context
FW_00461904,vegetation_no_prior,2022-10-24 07:42:00,23.49543,79.01244,335.33,3.69,0,0,0,0,0,5.33912,mining,3,2.239768,scrub,3,vegetation_context
FW_00153450,vegetation_no_prior,2022-03-23 08:12:00,20.56475,80.96002,338.87,3.91,0,0,0,0,0,9.029722,mining,3,1.2829845,forest_woodland,3,vegetation_context
FW_00683406,vegetation_no_prior,2023-02-23 20:24:00,17.97795,77.48153,301.2,0.55,0,0,0,0,0,3.3572624,mining,3,2.1998813,farmland,3,vegetation_context
FW_00534261,vegetation_no_prior,2022-11-19 07:54:00,23.76332,79.41687,331.56,2.05,0,0,0,0,0,11.03797,industrial_landuse,3,1.9939293,forest_woodland,3,vegetation_context
FW_00181533,vegetation_no_prior,2022-03-27 08:38:00,23.59452,73.40569,346.65,6.18,0,0,0,0,0,9.559103,industrial_landuse,3,0.32804653,scrub,3,vegetation_context
FW_00719815,vegetation_no_prior,2023-03-03 07:05:00,24.12632,87.40252,336.95,1.39,0,0,0,0,0,9.740115,power_plant,3,2.4910035,forest_woodland,3,vegetation_context
FW_01228610,vegetation_no_prior,2024-02-19 08:24:00,17.12449,73.29556,348.32,8.9,0,0,0,0,0,12.048093,mining,3,2.1990151,forest_woodland,3,vegetation_context
FW_00508359,vegetation_no_prior,2022-11-10 07:25:00,29.41629,74.92343,339.75,3.49,0,0,0,0,0,10.389681,mining,3,2.7240767,farmland,3,vegetation_context
FW_00949206,vegetation_no_prior,2023-04-25 08:52:00,23.48061,73.68602,355.32,3.74,0,0,0,0,0,24.127645,power_plant,3,0.76991946,scrub,3,vegetation_context
FW_00781631,vegetation_no_prior,2023-03-12 07:37:00,26.61786,93.3484,338.85,4.17,0,0,0,0,0,3.6065269,industrial_landuse,3,0.2122943,grassland,3,vegetation_context
FW_00610317,vegetation_no_prior,2023-01-17 07:46:00,14.87555,75.98899,343.06,5.14,0,0,0,0,0,13.799741,industrial_landuse,3,2.3194637,forest_woodland,3,vegetation_context
FW_00759899,vegetation_no_prior,2023-03-08 08:50:00,17.07961,73.6698,344.22,6.44,0,0,0,0,0,17.025305,mining,3,2.1149678,forest_woodland,3,vegetation_context
FW_01503647,vegetation_no_prior,2024-05-01 07:34:00,19.47732,83.00747,335.97,2.92,0,0,0,0,0,15.291276,mining,3,2.5281386,forest_woodland,3,vegetation_context
FW_00199058,vegetation_no_prior,2022-03-29 08:00:00,23.85335,84.48914,343.58,3.27,0,0,0,0,0,13.708784,kiln,3,1.0534121,forest_woodland,3,vegetation_context
FW_00827208,vegetation_no_prior,2023-03-31 08:17:00,10.85445,77.74603,342.95,9.16,0,0,0,0,0,3.523415,industrial_landuse,3,2.6453328,orchard,3,vegetation_context
FW_01629129,vegetation_no_prior,2024-10-31 07:03:00,22.9043,79.6469,330.75,2.79,0,0,0,0,0,26.74486,industrial_landuse,3,1.6595849,forest_woodland,3,vegetation_context
FW_01483247,vegetation_no_prior,2024-04-27 07:09:00,18.74699,84.07514,341.43,6.44,0,0,0,0,0,4.2450995,industrial_landuse,3,1.5414485,forest_woodland,3,vegetation_context
FW_00432398,vegetation_no_prior,2022-06-05 20:51:00,29.27839,79.76781,304.6,0.6,0,0,0,0,0,21.767696,industrial_tag,3,1.5109106,forest_woodland,3,vegetation_context
FW_00823229,vegetation_no_prior,2023-03-29 07:18:00,24.62892,85.70856,333.01,1.6,0,0,0,0,0,5.787749,mining,3,0.71233934,forest_woodland,3,vegetation_context
FW_01569720,vegetation_no_prior,2024-05-18 07:17:00,27.79808,81.71789,336.41,2.32,0,0,0,0,0,15.242586,kiln,3,0.34898156,forest_woodland,3,vegetation_context
FW_01019483,vegetation_no_prior,2023-05-30 07:55:00,23.38058,85.72392,332.28,1.98,0,0,0,0,0,13.529791,industrial_landuse,3,2.856714,forest_woodland,3,vegetation_context
FW_00829736,vegetation_no_prior,2023-04-01 08:02:00,22.78654,80.3962,341.61,4.2,0,0,0,0,0,14.649605,mining,3,1.4355804,farmland,3,vegetation_context
FW_01011449,vegetation_no_prior,2023-05-24 08:08:00,23.45872,80.46992,343.43,11.32,0,0,0,0,0,10.333779,mining,3,0.9043543,forest_woodland,3,vegetation_context
FW_01599738,vegetation_no_prior,2024-06-15 20:56:00,32.80696,75.75971,298.62,0.46,0,0,0,0,0,15.610045,power_plant,3,1.6949339,forest_woodland,3,vegetation_context
FW_00985438,vegetation_no_prior,2023-05-13 08:16:00,29.83311,78.77937,340.89,3.18,0,0,0,0,0,12.187108,power_plant,3,0.708715,forest_woodland,3,vegetation_context
FW_01461578,vegetation_no_prior,2024-04-22 07:06:00,29.28528,80.21344,333.86,3.85,0,0,0,0,0,30.114916,mining,3,0.40747282,forest_woodland,3,vegetation_context
FW_00152841,vegetation_no_prior,2022-03-23 08:12:00,20.09202,80.54183,336.05,3.44,0,0,0,0,0,39.404613,mining,3,2.8220868,forest_woodland,3,vegetation_context
FW_00338578,vegetation_no_prior,2022-04-26 07:33:00,17.85524,75.04642,339.33,1.98,0,0,0,0,0,4.340441,industrial_landuse,3,2.073875,farmland,3,vegetation_context
FW_01411871,vegetation_no_prior,2024-04-12 06:52:00,25.73846,90.87424,332.63,3.57,0,0,0,0,0,35.81521,kiln,3,0.62527466,forest_woodland,3,vegetation_context
FW_00064109,vegetation_no_prior,2022-03-04 09:07:00,15.95313,74.71046,335.8,7.46,0,0,0,0,0,5.807385,industrial_landuse,3,2.3653986,scrub,3,vegetation_context
FW_01565346,vegetation_no_prior,2024-05-16 07:56:00,30.42897,76.12886,341.7,5.31,0,0,0,0,0,3.3897574,industrial_landuse,3,2.5973887,forest_woodland,3,vegetation_context
FW_00366174,vegetation_no_prior,2022-04-30 07:59:00,22.09692,78.3916,346.29,8.59,0,0,0,0,0,11.044258,industrial_tag,3,1.7360243,forest_woodland,3,vegetation_context
FW_00912978,vegetation_no_prior,2023-04-17 20:28:00,29.34196,80.20853,311.36,1.44,0,0,0,0,0,31.747522,mining,3,1.1146896,forest_woodland,3,vegetation_context
FW_00021009,vegetation_no_prior,2022-02-01 08:48:00,14.23508,75.77837,338.49,3.55,0,0,0,0,0,15.220403,industrial_landuse,3,1.5687546,scrub,3,vegetation_context
FW_00286164,vegetation_no_prior,2022-04-15 20:09:00,23.74055,77.48186,302.88,0.66,0,0,0,0,0,12.26375,mining,3,2.3105526,forest_woodland,3,vegetation_context
FW_00018634,vegetation_no_prior,2022-01-30 07:45:00,16.72024,79.44377,331.2,1.77,0,0,0,0,0,11.62764,power_plant,3,1.0656002,forest_woodland,3,vegetation_context
FW_00744670,vegetation_no_prior,2023-03-06 07:48:00,22.62184,85.62094,331.68,3.57,0,0,0,0,0,18.901684,industrial_landuse,3,2.2120528,forest_woodland,3,vegetation_context
FW_01248905,vegetation_no_prior,2024-03-02 20:30:00,16.11114,74.16638,310.74,1.31,0,0,0,0,0,3.6846373,industrial_landuse,3,1.961572,forest_woodland,3,vegetation_context
FW_00912912,vegetation_no_prior,2023-04-17 08:04:00,29.90662,78.53125,334.51,3.85,0,0,0,0,0,17.491476,industrial_landuse,3,0.3286526,forest_woodland,3,vegetation_context
FW_01265008,vegetation_no_prior,2024-03-09 07:26:00,13.34714,79.31512,341.2,5.95,0,0,0,0,0,12.637994,mining,3,1.0135428,forest_woodland,3,vegetation_context
FW_01283289,vegetation_no_prior,2024-03-14 07:31:00,9.67348,76.92428,367.0,11.83,0,0,0,0,0,3.7560937,mining,3,0.7825175,farmland,3,vegetation_context
FW_00781022,vegetation_no_prior,2023-03-12 07:36:00,23.6027,84.95718,336.96,2.13,0,0,0,0,0,3.3635013,kiln,3,2.3093553,forest_woodland,3,vegetation_context
FW_00059433,vegetation_no_prior,2022-03-02 20:37:00,13.15157,75.407,329.04,3.08,0,0,0,0,0,13.192917,power_plant,3,0.94608575,grassland,3,vegetation_context
FW_00773191,vegetation_no_prior,2023-03-11 07:55:00,21.76591,77.04457,349.56,5.67,0,0,0,0,0,54.28319,power_plant,3,1.7885072,forest_woodland,3,vegetation_context
FW_00858292,vegetation_no_prior,2023-04-10 06:53:00,24.41586,92.82318,335.82,4.41,0,0,0,0,0,8.955018,power_plant,3,2.1581116,forest_woodland,3,vegetation_context
FW_00669944,vegetation_no_prior,2023-02-18 07:48:00,22.6737,87.14977,330.84,2.08,0,0,0,0,0,15.778196,industrial_landuse,3,0.64184034,forest_woodland,3,vegetation_context
FW_00570901,vegetation_no_prior,2022-12-16 07:48:00,25.42712,83.59674,329.37,1.37,0,0,0,0,0,7.450939,industrial_landuse,3,2.9512856,forest,3,vegetation_context
FW_00065029,vegetation_no_prior,2022-03-05 07:08:00,15.32496,77.8394,345.99,18.11,0,0,0,0,0,9.594358,industrial_tag,3,1.5901067,scrub,3,vegetation_context
FW_00248212,vegetation_no_prior,2022-04-06 07:10:00,25.03114,83.18248,347.56,11.62,0,0,0,0,0,13.064908,mining,3,0.23687793,forest_woodland,3,vegetation_context
FW_00121204,vegetation_no_prior,2022-03-17 08:23:00,15.58303,74.52662,349.23,7.46,0,0,0,0,0,4.71681,mining,3,2.432171,forest_woodland,3,vegetation_context
FW_00432862,vegetation_no_prior,2022-06-06 08:07:00,30.28609,78.8701,343.82,8.08,0,0,0,0,0,6.272,power_plant,3,0.46352473,forest_woodland,3,vegetation_context
FW_00287141,vegetation_no_prior,2022-04-16 07:21:00,21.12791,85.71196,330.02,2.25,0,0,0,0,0,10.354421,mining,3,2.199393,forest_woodland,3,vegetation_context
FW_01226387,vegetation_no_prior,2024-02-18 07:04:00,25.58432,91.16931,347.62,7.52,0,0,0,0,0,41.670856,kiln,3,1.6148639,forest_woodland,3,vegetation_context
FW_00285124,vegetation_no_prior,2022-04-15 20:08:00,27.29452,82.75523,316.6,1.15,0,0,0,0,0,20.38711,industrial_landuse,3,2.6773698,farmland,3,vegetation_context
FW_01152908,vegetation_no_prior,2023-12-18 08:08:00,28.25077,80.81102,326.64,2.25,0,0,0,0,0,5.7622437,industrial_landuse,3,1.4282815,agricultural,2,vegetation_context
FW_00020914,vegetation_no_prior,2022-02-01 07:10:00,23.86241,74.40176,334.44,7.03,0,0,0,0,0,4.0579042,mining,3,1.2262031,forest_woodland,3,vegetation_context
FW_01595663,vegetation_no_prior,2024-06-12 07:47:00,22.80824,81.75872,341.84,4.15,0,0,0,0,0,14.293699,industrial_landuse,3,0.45558733,grassland,2,vegetation_context
FW_00658037,vegetation_no_prior,2023-02-14 07:24:00,22.78133,77.55283,332.1,1.32,0,0,0,0,0,9.412383,power_plant,3,1.3087109,forest_woodland,3,vegetation_context
FW_00327993,vegetation_no_prior,2022-04-24 08:14:00,29.77375,78.82295,342.73,7.85,0,0,0,0,0,20.008104,power_plant,3,0.942744,forest_woodland,3,vegetation_context
FW_01088535,vegetation_no_prior,2023-11-05 08:15:00,29.64675,75.85197,338.71,5.67,0,0,0,0,0,3.917671,industrial_landuse,3,0.69403434,farmland,3,vegetation_context
FW_00739934,vegetation_no_prior,2023-03-06 06:08:00,24.5067,94.12301,367.0,12.78,0,0,0,0,0,12.404657,industrial_landuse,3,1.3829845,farmland,3,vegetation_context
FW_00769739,vegetation_no_prior,2023-03-10 20:45:00,12.31756,75.42336,305.11,1.38,0,0,0,0,0,6.6760607,mining,3,1.0818484,farmland,3,vegetation_context
FW_01475772,vegetation_no_prior,2024-04-25 07:50:00,29.63114,79.58654,339.26,6.22,0,0,0,0,0,6.1431823,power_plant,3,1.6345625,forest_woodland,3,vegetation_context
FW_00748343,vegetation_no_prior,2023-03-06 20:18:00,19.03771,81.95108,303.86,0.89,0,0,0,0,0,10.910721,mining,3,0.4473731,forest_woodland,3,vegetation_context
FW_00183873,vegetation_no_prior,2022-03-28 06:38:00,23.71935,84.19462,331.29,1.82,0,0,0,0,0,16.311985,industrial_tag,3,2.8522453,forest_woodland,3,vegetation_context
FW_00661301,vegetation_no_prior,2023-02-15 08:43:00,14.04604,77.67068,341.29,28.68,0,0,0,0,0,7.876156,industrial_landuse,3,1.4603586,scrub,3,vegetation_context
FW_00915969,vegetation_no_prior,2023-04-18 07:40:00,10.75453,79.01555,343.02,5.08,0,0,0,0,0,3.0284653,industrial_tag,3,1.6490182,farmland,3,vegetation_context
FW_00790537,vegetation_no_prior,2023-03-13 07:18:00,26.80927,89.32594,337.42,4.84,0,0,0,0,0,3.779891,industrial_landuse,3,1.2272074,scrub,3,vegetation_context
FW_01582956,vegetation_no_prior,2024-05-25 08:27:00,30.40407,76.16943,350.81,10.47,0,0,0,0,0,4.3247504,industrial_landuse,3,2.0123005,grassland,2,vegetation_context
FW_00571904,vegetation_no_prior,2022-12-17 07:28:00,21.06363,82.16564,331.64,1.62,0,0,0,0,0,13.706863,industrial_landuse,3,2.7311175,scrub,3,vegetation_context
FW_00596160,vegetation_no_prior,2023-01-06 07:57:00,31.17574,77.49849,326.06,2.45,0,0,0,0,0,9.152274,industrial_landuse,3,1.9215047,forest_woodland,3,vegetation_context
FW_01145150,vegetation_no_prior,2023-12-13 08:00:00,21.87962,84.97665,333.38,3.69,0,0,0,0,0,6.1500573,industrial_landuse,3,2.1684067,forest_woodland,3,vegetation_context
FW_00427276,vegetation_no_prior,2022-05-31 20:44:00,30.63584,78.26132,305.93,0.55,0,0,0,0,0,6.3777575,power_plant,3,2.0527272,forest_woodland,3,vegetation_context
FW_00089799,vegetation_no_prior,2022-03-13 06:20:00,25.29004,91.70849,346.99,4.97,0,0,0,0,0,3.266585,industrial_tag,3,0.8015559,forest_woodland,3,vegetation_context
FW_00559244,vegetation_no_prior,2022-12-06 07:34:00,21.08057,82.63879,335.23,3.82,0,0,0,0,0,16.750256,industrial_landuse,3,2.1794312,forest_woodland,3,vegetation_context
FW_00628190,vegetation_no_prior,2023-02-01 08:09:00,28.71723,78.23563,335.89,7.2,0,0,0,0,0,10.393013,industrial_landuse,3,2.1145267,farmland,3,vegetation_context
FW_01552798,vegetation_no_prior,2024-05-13 07:11:00,27.11808,80.10213,339.69,5.05,0,0,0,0,0,19.259308,industrial_tag,3,2.6064882,scrub,3,vegetation_context
FW_01218652,vegetation_no_prior,2024-02-12 19:47:00,12.50618,76.74506,306.14,0.96,0,0,0,0,0,8.413954,industrial_landuse,3,2.882374,scrub,3,vegetation_context
FW_01013913,vegetation_no_prior,2023-05-26 07:29:00,20.35301,81.93349,343.04,5.6,0,0,0,0,0,56.433853,industrial_landuse,3,1.5218616,forest_woodland,3,vegetation_context
FW_00131446,vegetation_no_prior,2022-03-19 06:07:00,25.26687,92.27658,333.26,4.86,0,0,0,0,0,5.9678416,power_plant,3,1.3922099,forest_woodland,3,vegetation_context
FW_00823271,vegetation_no_prior,2023-03-29 07:18:00,24.78085,86.0062,338.22,2.31,0,0,0,0,0,19.760115,mining,3,2.5040996,forest_woodland,3,vegetation_context
FW_00734968,vegetation_no_prior,2023-03-05 08:07:00,18.56346,73.38876,347.45,4.67,0,0,0,0,0,7.2037487,mining,3,0.56694,farmland,3,vegetation_context
FW_01174547,vegetation_no_prior,2024-01-04 07:46:00,16.2732,80.59441,335.94,3.63,0,0,0,0,0,3.5700297,power_plant,3,1.2187009,farmland,3,vegetation_context
FW_00062498,vegetation_no_prior,2022-03-03 20:19:00,9.8264,76.75213,305.63,0.91,0,0,0,0,0,3.0946825,manufacturing,3,0.8718334,grassland,3,vegetation_context
FW_00906223,vegetation_no_prior,2023-04-16 08:23:00,29.52148,79.99408,337.14,6.95,0,0,0,0,0,30.662443,mining,3,0.99654,forest_woodland,3,vegetation_context
FW_00274689,vegetation_no_prior,2022-04-12 21:07:00,19.82003,74.50473,301.54,0.66,0,0,0,0,0,4.6126,industrial_landuse,3,1.5304481,scrub,3,vegetation_context
FW_01530387,vegetation_no_prior,2024-05-05 08:02:00,30.65242,77.75475,343.33,10.63,0,0,0,0,0,11.3393545,power_plant,3,2.871949,scrub,3,vegetation_context
FW_00594309,vegetation_no_prior,2023-01-04 08:32:00,23.1682,77.79816,333.73,8.44,0,0,0,0,0,7.3326893,mining,3,1.1365887,forest_woodland,3,vegetation_context
FW_00006244,vegetation_no_prior,2022-01-09 07:40:00,18.131,80.13565,332.45,5.15,0,0,0,0,0,7.0672355,industrial_landuse,3,0.88324726,orchard,3,vegetation_context
FW_00175288,vegetation_no_prior,2022-03-26 19:44:00,22.93769,83.4311,308.03,1.02,0,0,0,0,0,5.734484,industrial_landuse,3,2.0748322,forest_woodland,3,vegetation_context
FW_01555778,vegetation_no_prior,2024-05-13 08:53:00,31.26419,74.57423,367.0,10.04,0,0,0,0,0,13.574979,industrial_landuse,3,2.7114272,grassland,2,vegetation_context
FW_00252134,vegetation_no_prior,2022-04-07 08:30:00,19.14267,80.43414,332.78,1.26,0,0,0,0,0,52.56045,industrial_landuse,3,0.94305855,farmland,3,vegetation_context
FW_00303985,vegetation_no_prior,2022-04-19 08:06:00,23.97371,79.8269,355.86,18.26,0,0,0,0,0,41.80185,industrial_landuse,3,2.3659756,forest_woodland,3,vegetation_context
FW_01091569,vegetation_no_prior,2023-11-05 08:15:00,31.32217,75.71256,332.81,1.77,0,0,0,0,0,4.222206,industrial_tag,3,2.3223093,agricultural,2,vegetation_context
FW_01241807,vegetation_no_prior,2024-02-28 07:16:00,26.6027,93.43969,340.62,4.83,0,0,0,0,0,4.1679764,industrial_landuse,3,1.5185535,forest_woodland,3,vegetation_context
FW_01586596,vegetation_no_prior,2024-05-28 19:54:00,31.06051,77.20226,320.05,2.55,0,0,0,0,0,5.337501,industrial_landuse,3,0.2223872,forest_woodland,3,vegetation_context
FW_00632236,vegetation_no_prior,2023-02-03 07:30:00,26.43701,93.89989,346.69,2.92,0,0,0,0,0,3.2760108,industrial_tag,3,2.6283047,forest,3,vegetation_context
FW_00715208,vegetation_no_prior,2023-03-02 07:24:00,24.77456,87.37534,339.58,11.24,0,0,0,0,0,20.69714,mining,3,1.6369559,forest,3,vegetation_context
FW_01009448,vegetation_no_prior,2023-05-23 08:26:00,19.32337,73.94375,342.25,8.67,0,0,0,0,0,7.4063015,mining,3,1.8786498,scrub,3,vegetation_context
